Symbol,Year,Month,Week,Day,Hour,Minute,Open,High,Low,Close,Volume
EURJPY,2017,4,5,28,1,30,121.010,121.017,120.938,120.942,1510.000,
EURJPY,2017,4,5,28,1,0,120.970,121.043,120.949,121.008,1662.000,
EURJPY,2017,4,5,28,0,30,120.950,120.991,120.930,120.970,645.000,
EURJPY,2017,4,5,28,0,0,120.988,120.993,120.944,120.950,340.000,
EURJPY,2017,4,4,27,23,30,120.904,120.978,120.901,120.959,2223.000,
EURJPY,2017,4,4,27,23,0,120.912,120.952,120.892,120.903,2503.000,
EURJPY,2017,4,4,27,22,30,121.003,121.016,120.899,120.914,3281.000,
EURJPY,2017,4,4,27,22,0,121.010,121.019,120.925,121.003,3316.000,
EURJPY,2017,4,4,27,21,30,120.948,121.044,120.947,121.010,3426.000,
EURJPY,2017,4,4,27,21,0,121.003,121.032,120.901,120.948,3107.000,
EURJPY,2017,4,4,27,20,30,121.008,121.030,120.938,121.003,3256.000,
EURJPY,2017,4,4,27,20,0,121.017,121.059,120.934,121.008,4001.000,
EURJPY,2017,4,4,27,19,30,120.818,121.019,120.815,121.014,3442.000,
EURJPY,2017,4,4,27,19,0,120.718,120.947,120.699,120.821,4301.000,
EURJPY,2017,4,4,27,18,30,120.779,120.826,120.600,120.717,4916.000,
EURJPY,2017,4,4,27,18,0,120.813,120.850,120.713,120.778,5894.000,
EURJPY,2017,4,4,27,17,30,121.041,121.055,120.734,120.817,7104.000,
EURJPY,2017,4,4,27,17,0,121.168,121.235,121.008,121.041,6440.000,
EURJPY,2017,4,4,27,16,30,121.286,121.288,120.916,121.169,8043.000,
EURJPY,2017,4,4,27,16,0,121.400,121.423,120.921,121.285,9222.000,
EURJPY,2017,4,4,27,15,30,121.268,121.886,121.235,121.398,11253.000,
EURJPY,2017,4,4,27,15,0,121.294,121.383,121.230,121.271,5223.000,
EURJPY,2017,4,4,27,14,30,121.387,121.397,121.154,121.297,5202.000,
EURJPY,2017,4,4,27,14,0,121.327,121.404,121.314,121.391,2740.000,
EURJPY,2017,4,4,27,13,30,121.397,121.425,121.305,121.326,3171.000,
EURJPY,2017,4,4,27,13,0,121.225,121.402,121.191,121.397,2741.000,
EURJPY,2017,4,4,27,12,30,121.264,121.310,121.184,121.225,3569.000,
EURJPY,2017,4,4,27,12,0,121.447,121.474,121.246,121.267,4095.000,
EURJPY,2017,4,4,27,11,30,121.513,121.629,121.378,121.448,4174.000,
EURJPY,2017,4,4,27,11,0,121.337,121.543,121.285,121.513,4335.000,
EURJPY,2017,4,4,27,10,30,121.396,121.433,121.272,121.337,4275.000,
EURJPY,2017,4,4,27,10,0,121.415,121.579,121.333,121.397,5209.000,
EURJPY,2017,4,4,27,9,30,121.274,121.413,121.263,121.413,3740.000,
EURJPY,2017,4,4,27,9,0,121.226,121.316,121.215,121.275,3659.000,
EURJPY,2017,4,4,27,8,30,121.302,121.311,121.223,121.225,2132.000,
EURJPY,2017,4,4,27,8,0,121.322,121.338,121.270,121.302,2418.000,
EURJPY,2017,4,4,27,7,30,121.329,121.351,121.268,121.323,2230.000,
EURJPY,2017,4,4,27,7,0,121.260,121.350,121.225,121.328,2541.000,
EURJPY,2017,4,4,27,6,30,121.361,121.379,121.229,121.260,2900.000,
EURJPY,2017,4,4,27,6,0,121.408,121.426,121.303,121.359,3556.000,
EURJPY,2017,4,4,27,5,30,121.400,121.473,121.349,121.407,3426.000,
EURJPY,2017,4,4,27,5,0,121.416,121.424,121.357,121.401,2658.000,
EURJPY,2017,4,4,27,4,30,121.442,121.453,121.319,121.417,2598.000,
EURJPY,2017,4,4,27,4,0,121.342,121.478,121.331,121.438,2751.000,
EURJPY,2017,4,4,27,3,30,121.391,121.452,121.339,121.339,2822.000,
EURJPY,2017,4,4,27,3,0,121.268,121.459,121.245,121.391,3349.000,
EURJPY,2017,4,4,27,2,30,121.272,121.332,121.265,121.267,2079.000,
EURJPY,2017,4,4,27,2,0,121.294,121.294,121.219,121.273,1788.000,
EURJPY,2017,4,4,27,1,30,121.297,121.315,121.239,121.293,2836.000,
EURJPY,2017,4,4,27,1,0,121.146,121.311,121.084,121.294,4056.000,
EURJPY,2017,4,4,27,0,30,121.121,121.142,121.054,121.142,780.000,
EURJPY,2017,4,4,27,0,0,121.028,121.141,121.022,121.119,376.000,
EURJPY,2017,4,3,26,23,30,121.118,121.119,120.909,121.075,2253.000,
EURJPY,2017,4,3,26,23,0,121.119,121.188,121.106,121.116,2370.000,
EURJPY,2017,4,3,26,22,30,121.367,121.381,121.051,121.120,5068.000,
EURJPY,2017,4,3,26,22,0,121.362,121.421,121.342,121.367,4014.000,
EURJPY,2017,4,3,26,21,30,121.284,121.395,121.255,121.363,5466.000,
EURJPY,2017,4,3,26,21,0,121.290,121.403,121.206,121.283,8144.000,
EURJPY,2017,4,3,26,20,30,121.454,121.477,121.201,121.285,8789.000,
EURJPY,2017,4,3,26,20,0,121.481,121.533,121.401,121.453,3976.000,
EURJPY,2017,4,3,26,19,30,121.343,121.552,121.295,121.481,4589.000,
EURJPY,2017,4,3,26,19,0,121.247,121.372,121.227,121.340,4890.000,
EURJPY,2017,4,3,26,18,30,121.430,121.433,121.129,121.248,6915.000,
EURJPY,2017,4,3,26,18,0,121.362,121.540,121.339,121.430,6603.000,
EURJPY,2017,4,3,26,17,30,121.484,121.520,121.224,121.360,7576.000,
EURJPY,2017,4,3,26,17,0,121.330,121.483,121.275,121.483,5868.000,
EURJPY,2017,4,3,26,16,30,121.234,121.441,121.215,121.334,6842.000,
EURJPY,2017,4,3,26,16,0,121.343,121.347,121.055,121.233,6272.000,
EURJPY,2017,4,3,26,15,30,121.339,121.676,121.294,121.342,8448.000,
EURJPY,2017,4,3,26,15,0,121.289,121.390,121.261,121.342,4474.000,
EURJPY,2017,4,3,26,14,30,121.117,121.326,121.108,121.290,4156.000,
EURJPY,2017,4,3,26,14,0,121.095,121.184,121.059,121.117,3449.000,
EURJPY,2017,4,3,26,13,30,121.072,121.142,120.954,121.096,4405.000,
EURJPY,2017,4,3,26,13,0,121.313,121.313,121.054,121.072,3488.000,
EURJPY,2017,4,3,26,12,30,121.216,121.332,121.186,121.313,4309.000,
EURJPY,2017,4,3,26,12,0,121.268,121.313,121.165,121.215,3993.000,
EURJPY,2017,4,3,26,11,30,121.300,121.398,121.117,121.266,5091.000,
EURJPY,2017,4,3,26,11,0,121.390,121.511,121.261,121.300,4746.000,
EURJPY,2017,4,3,26,10,30,121.696,121.722,121.308,121.389,5637.000,
EURJPY,2017,4,3,26,10,0,121.750,121.873,121.635,121.696,4597.000,
EURJPY,2017,4,3,26,9,30,121.905,121.920,121.674,121.750,4336.000,
EURJPY,2017,4,3,26,9,0,121.927,121.927,121.780,121.906,5008.000,
EURJPY,2017,4,3,26,8,30,121.886,121.931,121.832,121.928,2784.000,
EURJPY,2017,4,3,26,8,0,121.747,121.973,121.747,121.885,3493.000,
EURJPY,2017,4,3,26,7,30,121.684,121.789,121.676,121.746,2413.000,
EURJPY,2017,4,3,26,7,0,121.603,121.691,121.583,121.686,1950.000,
EURJPY,2017,4,3,26,6,30,121.647,121.652,121.580,121.604,1827.000,
EURJPY,2017,4,3,26,6,0,121.695,121.707,121.637,121.647,1786.000,
EURJPY,2017,4,3,26,5,30,121.638,121.710,121.591,121.694,2163.000,
EURJPY,2017,4,3,26,5,0,121.690,121.719,121.620,121.636,2366.000,
EURJPY,2017,4,3,26,4,30,121.593,121.697,121.550,121.689,3682.000,
EURJPY,2017,4,3,26,4,0,121.722,121.749,121.567,121.593,3513.000,
EURJPY,2017,4,3,26,3,30,121.731,121.859,121.717,121.722,3973.000,
EURJPY,2017,4,3,26,3,0,121.373,121.748,121.344,121.732,4655.000,
EURJPY,2017,4,3,26,2,30,121.328,121.386,121.258,121.373,2866.000,
EURJPY,2017,4,3,26,2,0,121.296,121.379,121.289,121.328,2127.000,
EURJPY,2017,4,3,26,1,30,121.355,121.384,121.288,121.296,2172.000,
EURJPY,2017,4,3,26,1,0,121.370,121.418,121.339,121.354,3182.000,
EURJPY,2017,4,3,26,0,30,121.351,121.406,121.339,121.368,1062.000,
EURJPY,2017,4,3,26,0,0,121.375,121.428,121.314,121.351,738.000,
EURJPY,2017,4,2,25,23,30,121.506,121.510,121.355,121.360,2477.000,
EURJPY,2017,4,2,25,23,0,121.513,121.525,121.445,121.507,1927.000,
EURJPY,2017,4,2,25,22,30,121.448,121.532,121.388,121.513,2772.000,
EURJPY,2017,4,2,25,22,0,121.492,121.526,121.406,121.448,3125.000,
EURJPY,2017,4,2,25,21,30,121.535,121.571,121.459,121.492,3074.000,
EURJPY,2017,4,2,25,21,0,121.351,121.566,121.324,121.536,3457.000,
EURJPY,2017,4,2,25,20,30,121.359,121.395,121.301,121.353,2860.000,
EURJPY,2017,4,2,25,20,0,121.505,121.539,121.335,121.357,3547.000,
EURJPY,2017,4,2,25,19,30,121.528,121.580,121.456,121.505,3432.000,
EURJPY,2017,4,2,25,19,0,121.318,121.641,121.295,121.529,4707.000,
EURJPY,2017,4,2,25,18,30,121.275,121.416,121.239,121.318,4750.000,
EURJPY,2017,4,2,25,18,0,121.156,121.312,121.019,121.274,6137.000,
EURJPY,2017,4,2,25,17,30,120.916,121.160,120.891,121.155,6340.000,
EURJPY,2017,4,2,25,17,0,120.543,120.999,120.510,120.913,8888.000,
EURJPY,2017,4,2,25,16,30,120.542,120.627,120.493,120.547,6353.000,
EURJPY,2017,4,2,25,16,0,120.488,120.640,120.371,120.540,5179.000,
EURJPY,2017,4,2,25,15,30,120.500,120.550,120.412,120.489,4766.000,
EURJPY,2017,4,2,25,15,0,120.289,120.516,120.286,120.498,5286.000,
EURJPY,2017,4,2,25,14,30,120.162,120.295,120.146,120.288,3779.000,
EURJPY,2017,4,2,25,14,0,120.117,120.189,120.114,120.162,3277.000,
EURJPY,2017,4,2,25,13,30,120.086,120.146,120.017,120.116,3618.000,
EURJPY,2017,4,2,25,13,0,120.109,120.210,120.085,120.085,3714.000,
EURJPY,2017,4,2,25,12,30,120.425,120.453,120.085,120.109,4700.000,
EURJPY,2017,4,2,25,12,0,120.328,120.446,120.297,120.426,3679.000,
EURJPY,2017,4,2,25,11,30,120.159,120.351,120.151,120.329,3793.000,
EURJPY,2017,4,2,25,11,0,120.072,120.235,120.059,120.160,4153.000,
EURJPY,2017,4,2,25,10,30,120.111,120.174,120.036,120.072,5100.000,
EURJPY,2017,4,2,25,10,0,119.955,120.114,119.908,120.112,5867.000,
EURJPY,2017,4,2,25,9,30,119.742,120.043,119.718,119.954,4277.000,
EURJPY,2017,4,2,25,9,0,119.674,119.790,119.649,119.738,3984.000,
EURJPY,2017,4,2,25,8,30,119.597,119.758,119.594,119.675,4073.000,
EURJPY,2017,4,2,25,8,0,119.532,119.635,119.530,119.596,1956.000,
EURJPY,2017,4,2,25,7,30,119.627,119.663,119.521,119.532,2514.000,
EURJPY,2017,4,2,25,7,0,119.486,119.645,119.470,119.626,2682.000,
EURJPY,2017,4,2,25,6,30,119.531,119.569,119.454,119.486,2723.000,
EURJPY,2017,4,2,25,6,0,119.565,119.582,119.529,119.534,1530.000,
EURJPY,2017,4,2,25,5,30,119.500,119.612,119.492,119.566,2877.000,
EURJPY,2017,4,2,25,5,0,119.256,119.510,119.256,119.501,4178.000,
EURJPY,2017,4,2,25,4,30,119.310,119.420,119.251,119.256,3620.000,
EURJPY,2017,4,2,25,4,0,119.332,119.396,119.283,119.309,3453.000,
EURJPY,2017,4,2,25,3,30,119.324,119.400,119.219,119.331,3118.000,
EURJPY,2017,4,2,25,3,0,119.107,119.336,119.106,119.325,3158.000,
EURJPY,2017,4,2,25,2,30,119.237,119.238,119.058,119.107,2417.000,
EURJPY,2017,4,2,25,2,0,119.344,119.344,119.222,119.238,1291.000,
EURJPY,2017,4,2,25,1,30,119.349,119.360,119.291,119.344,1479.000,
EURJPY,2017,4,2,25,1,0,119.275,119.356,119.243,119.351,2155.000,
EURJPY,2017,4,2,25,0,30,119.222,119.291,119.217,119.272,1269.000,
EURJPY,2017,4,2,25,0,0,119.232,119.287,119.215,119.223,507.000,
EURJPY,2017,4,1,24,23,30,119.213,119.281,119.213,119.268,1857.000,
EURJPY,2017,4,1,24,23,0,119.233,119.271,119.170,119.213,2165.000,
EURJPY,2017,4,1,24,22,30,119.208,119.266,119.176,119.234,2949.000,
EURJPY,2017,4,1,24,22,0,119.170,119.252,119.170,119.209,2698.000,
EURJPY,2017,4,1,24,21,30,119.202,119.214,119.119,119.168,3454.000,
EURJPY,2017,4,1,24,21,0,119.115,119.293,119.052,119.201,3929.000,
EURJPY,2017,4,1,24,20,30,119.173,119.201,119.024,119.116,3246.000,
EURJPY,2017,4,1,24,20,0,119.020,119.199,119.015,119.174,3502.000,
EURJPY,2017,4,1,24,19,30,119.123,119.171,118.912,119.018,3719.000,
EURJPY,2017,4,1,24,19,0,119.040,119.171,118.961,119.124,3896.000,
EURJPY,2017,4,1,24,18,30,119.238,119.327,119.041,119.044,4441.000,
EURJPY,2017,4,1,24,18,0,119.346,119.501,119.209,119.237,6201.000,
EURJPY,2017,4,1,24,17,30,119.558,119.573,119.313,119.344,6474.000,
EURJPY,2017,4,1,24,17,0,119.664,119.746,119.486,119.558,5473.000,
EURJPY,2017,4,1,24,16,30,119.779,119.791,119.640,119.664,6757.000,
EURJPY,2017,4,1,24,16,0,119.585,119.802,119.581,119.778,4902.000,
EURJPY,2017,4,1,24,15,30,119.667,119.699,119.546,119.586,5161.000,
EURJPY,2017,4,1,24,15,0,119.489,119.682,119.488,119.667,5027.000,
EURJPY,2017,4,1,24,14,30,119.624,119.656,119.476,119.486,4127.000,
EURJPY,2017,4,1,24,14,0,119.608,119.713,119.568,119.626,3732.000,
EURJPY,2017,4,1,24,13,30,119.684,119.700,119.488,119.608,3796.000,
EURJPY,2017,4,1,24,13,0,119.795,119.879,119.658,119.684,3640.000,
EURJPY,2017,4,1,24,12,30,119.715,119.832,119.660,119.796,4241.000,
EURJPY,2017,4,1,24,12,0,119.592,119.734,119.488,119.716,4538.000,
EURJPY,2017,4,1,24,11,30,119.668,119.698,119.444,119.593,4699.000,
EURJPY,2017,4,1,24,11,0,119.500,119.742,119.495,119.668,5610.000,
EURJPY,2017,4,1,24,10,30,119.389,119.664,119.320,119.500,5933.000,
EURJPY,2017,4,1,24,10,0,119.485,119.538,119.221,119.390,7233.000,
EURJPY,2017,4,1,24,9,30,119.495,119.524,119.242,119.484,6799.000,
EURJPY,2017,4,1,24,9,0,119.772,119.830,119.496,119.496,7048.000,
EURJPY,2017,4,1,24,8,30,119.541,119.930,119.435,119.772,5063.000,
EURJPY,2017,4,1,24,8,0,119.515,119.604,119.437,119.539,3253.000,
EURJPY,2017,4,1,24,7,30,119.294,119.526,119.264,119.515,3093.000,
EURJPY,2017,4,1,24,7,0,119.295,119.328,119.271,119.294,1907.000,
EURJPY,2017,4,1,24,6,30,119.375,119.384,119.287,119.294,2458.000,
EURJPY,2017,4,1,24,6,0,119.303,119.395,119.245,119.376,2933.000,
EURJPY,2017,4,1,24,5,30,119.118,119.314,119.083,119.304,3125.000,
EURJPY,2017,4,1,24,5,0,119.259,119.306,118.987,119.119,4678.000,
EURJPY,2017,4,1,24,4,30,119.346,119.358,119.161,119.259,4032.000,
EURJPY,2017,4,1,24,4,0,119.476,119.478,119.307,119.346,5082.000,
EURJPY,2017,4,1,24,3,30,119.214,119.475,119.111,119.472,5522.000,
EURJPY,2017,4,1,24,3,0,119.617,119.666,119.102,119.215,6577.000,
EURJPY,2017,4,1,24,2,30,119.685,119.722,119.478,119.618,4124.000,
EURJPY,2017,4,1,24,2,0,119.765,119.845,119.624,119.684,3490.000,
EURJPY,2017,4,1,24,1,30,119.798,119.831,119.586,119.765,4200.000,
EURJPY,2017,4,1,24,1,0,120.040,120.129,119.795,119.799,6205.000,
EURJPY,2017,4,1,24,0,30,119.890,120.349,119.840,120.123,1641.000,
EURJPY,2017,4,1,24,0,0,120.491,120.543,119.890,119.890,2084.000,
EURJPY,2017,4,5,21,23,30,116.874,117.113,116.848,116.994,3252.000,
EURJPY,2017,4,5,21,23,0,116.753,116.881,116.717,116.874,2048.000,
EURJPY,2017,4,5,21,22,30,116.714,116.817,116.664,116.754,3058.000,
EURJPY,2017,4,5,21,22,0,116.778,116.781,116.674,116.715,3689.000,
EURJPY,2017,4,5,21,21,30,116.784,116.833,116.722,116.777,3308.000,
EURJPY,2017,4,5,21,21,0,116.847,116.868,116.723,116.788,5358.000,
EURJPY,2017,4,5,21,20,30,116.603,116.947,116.570,116.847,4341.000,
EURJPY,2017,4,5,21,20,0,116.526,116.623,116.465,116.604,3990.000,
EURJPY,2017,4,5,21,19,30,116.505,116.552,116.462,116.527,3399.000,
EURJPY,2017,4,5,21,19,0,116.644,116.651,116.477,116.503,3877.000,
EURJPY,2017,4,5,21,18,30,116.697,116.741,116.633,116.643,4556.000,
EURJPY,2017,4,5,21,18,0,116.591,116.700,116.473,116.698,6140.000,
EURJPY,2017,4,5,21,17,30,116.819,116.831,116.559,116.592,5523.000,
EURJPY,2017,4,5,21,17,0,116.719,116.858,116.560,116.818,5921.000,
EURJPY,2017,4,5,21,16,30,116.751,116.851,116.696,116.722,6021.000,
EURJPY,2017,4,5,21,16,0,116.741,116.861,116.700,116.752,4397.000,
EURJPY,2017,4,5,21,15,30,116.714,116.820,116.675,116.741,3810.000,
EURJPY,2017,4,5,21,15,0,116.675,116.746,116.613,116.709,4364.000,
EURJPY,2017,4,5,21,14,30,116.756,116.842,116.672,116.675,3273.000,
EURJPY,2017,4,5,21,14,0,116.721,116.763,116.669,116.756,3919.000,
EURJPY,2017,4,5,21,13,30,116.601,116.720,116.582,116.720,3378.000,
EURJPY,2017,4,5,21,13,0,116.837,116.870,116.601,116.604,3804.000,
EURJPY,2017,4,5,21,12,30,116.754,116.864,116.734,116.839,3423.000,
EURJPY,2017,4,5,21,12,0,116.950,116.986,116.682,116.751,5100.000,
EURJPY,2017,4,5,21,11,30,117.082,117.082,116.901,116.948,4884.000,
EURJPY,2017,4,5,21,11,0,117.072,117.112,117.002,117.082,4270.000,
EURJPY,2017,4,5,21,10,30,117.234,117.244,117.026,117.073,5199.000,
EURJPY,2017,4,5,21,10,0,117.240,117.302,117.181,117.235,5014.000,
EURJPY,2017,4,5,21,9,30,117.127,117.258,117.106,117.242,3321.000,
EURJPY,2017,4,5,21,9,0,117.140,117.168,117.093,117.126,3281.000,
EURJPY,2017,4,5,21,8,30,117.045,117.174,117.041,117.140,2645.000,
EURJPY,2017,4,5,21,8,0,117.063,117.072,117.025,117.044,1756.000,
EURJPY,2017,4,5,21,7,30,117.090,117.097,117.037,117.061,1898.000,
EURJPY,2017,4,5,21,7,0,117.062,117.097,117.055,117.091,1184.000,
EURJPY,2017,4,5,21,6,30,117.067,117.089,117.031,117.062,1863.000,
EURJPY,2017,4,5,21,6,0,117.021,117.095,116.989,117.066,1489.000,
EURJPY,2017,4,5,21,5,30,117.073,117.073,117.008,117.020,1465.000,
EURJPY,2017,4,5,21,5,0,117.082,117.105,117.073,117.073,1554.000,
EURJPY,2017,4,5,21,4,30,117.055,117.110,117.043,117.081,2186.000,
EURJPY,2017,4,5,21,4,0,117.109,117.167,117.052,117.054,2517.000,
EURJPY,2017,4,5,21,3,30,117.219,117.246,117.082,117.109,2634.000,
EURJPY,2017,4,5,21,3,0,117.188,117.240,117.152,117.220,2580.000,
EURJPY,2017,4,5,21,2,30,117.215,117.239,117.157,117.183,1621.000,
EURJPY,2017,4,5,21,2,0,117.207,117.223,117.160,117.216,1694.000,
EURJPY,2017,4,5,21,1,30,117.118,117.217,117.118,117.207,1815.000,
EURJPY,2017,4,5,21,1,0,117.095,117.150,117.043,117.118,1934.000,
EURJPY,2017,4,5,21,0,30,117.144,117.152,117.087,117.097,663.000,
EURJPY,2017,4,5,21,0,0,117.170,117.191,117.113,117.145,760.000,
EURJPY,2017,4,4,20,23,30,117.126,117.159,117.112,117.146,1688.000,
EURJPY,2017,4,4,20,23,0,117.169,117.219,117.103,117.126,1856.000,
EURJPY,2017,4,4,20,22,30,117.126,117.195,117.121,117.170,4318.000,
EURJPY,2017,4,4,20,22,0,117.200,117.234,117.095,117.125,3575.000,
EURJPY,2017,4,4,20,21,30,117.178,117.217,117.148,117.202,3482.000,
EURJPY,2017,4,4,20,21,0,117.269,117.280,117.145,117.178,3531.000,
EURJPY,2017,4,4,20,20,30,117.318,117.427,117.238,117.264,5067.000,
EURJPY,2017,4,4,20,20,0,117.471,117.502,117.249,117.318,3874.000,
EURJPY,2017,4,4,20,19,30,117.555,117.604,117.465,117.470,3630.000,
EURJPY,2017,4,4,20,19,0,117.596,117.646,117.552,117.556,4852.000,
EURJPY,2017,4,4,20,18,30,117.640,117.714,117.563,117.596,5482.000,
EURJPY,2017,4,4,20,18,0,117.545,117.666,117.441,117.641,5572.000,
EURJPY,2017,4,4,20,17,30,117.566,117.623,117.487,117.544,6033.000,
EURJPY,2017,4,4,20,17,0,117.411,117.814,117.406,117.566,8550.000,
EURJPY,2017,4,4,20,16,30,117.596,117.653,117.377,117.413,7723.000,
EURJPY,2017,4,4,20,16,0,117.251,117.629,117.234,117.597,6847.000,
EURJPY,2017,4,4,20,15,30,117.152,117.260,117.118,117.251,4405.000,
EURJPY,2017,4,4,20,15,0,117.211,117.224,117.120,117.152,3360.000,
EURJPY,2017,4,4,20,14,30,117.163,117.256,117.160,117.220,3037.000,
EURJPY,2017,4,4,20,14,0,117.320,117.321,117.139,117.163,3672.000,
EURJPY,2017,4,4,20,13,30,117.284,117.358,117.277,117.320,2644.000,
EURJPY,2017,4,4,20,13,0,117.363,117.387,117.271,117.283,3403.000,
EURJPY,2017,4,4,20,12,30,117.395,117.466,117.341,117.360,3732.000,
EURJPY,2017,4,4,20,12,0,117.436,117.452,117.357,117.397,4136.000,
EURJPY,2017,4,4,20,11,30,117.260,117.492,117.231,117.434,4991.000,
EURJPY,2017,4,4,20,11,0,117.154,117.361,117.113,117.260,5415.000,
EURJPY,2017,4,4,20,10,30,116.922,117.211,116.917,117.154,5022.000,
EURJPY,2017,4,4,20,10,0,116.840,117.014,116.759,116.922,5662.000,
EURJPY,2017,4,4,20,9,30,116.712,116.901,116.669,116.841,4592.000,
EURJPY,2017,4,4,20,9,0,116.800,116.837,116.707,116.712,3375.000,
EURJPY,2017,4,4,20,8,30,116.848,116.857,116.759,116.801,2550.000,
EURJPY,2017,4,4,20,8,0,116.852,116.883,116.824,116.848,1894.000,
EURJPY,2017,4,4,20,7,30,116.831,116.898,116.807,116.852,1823.000,
EURJPY,2017,4,4,20,7,0,116.811,116.831,116.793,116.829,1517.000,
EURJPY,2017,4,4,20,6,30,116.742,116.816,116.719,116.811,1843.000,
EURJPY,2017,4,4,20,6,0,116.716,116.755,116.715,116.743,1444.000,
EURJPY,2017,4,4,20,5,30,116.766,116.767,116.714,116.714,2102.000,
EURJPY,2017,4,4,20,5,0,116.786,116.804,116.744,116.766,2331.000,
EURJPY,2017,4,4,20,4,30,116.677,116.812,116.671,116.787,3456.000,
EURJPY,2017,4,4,20,4,0,116.751,116.759,116.644,116.678,2581.000,
EURJPY,2017,4,4,20,3,30,116.756,116.824,116.740,116.751,2889.000,
EURJPY,2017,4,4,20,3,0,116.608,116.760,116.595,116.755,2862.000,
EURJPY,2017,4,4,20,2,30,116.605,116.648,116.560,116.608,2108.000,
EURJPY,2017,4,4,20,2,0,116.708,116.708,116.590,116.605,1877.000,
EURJPY,2017,4,4,20,1,30,116.685,116.716,116.657,116.707,2353.000,
EURJPY,2017,4,4,20,1,0,116.568,116.694,116.563,116.680,1758.000,
EURJPY,2017,4,4,20,0,30,116.582,116.602,116.531,116.571,1023.000,
EURJPY,2017,4,4,20,0,0,116.595,116.626,116.528,116.583,611.000,
EURJPY,2017,4,3,19,23,30,116.589,116.600,116.547,116.590,1839.000,
EURJPY,2017,4,3,19,23,0,116.639,116.651,116.555,116.589,1523.000,
EURJPY,2017,4,3,19,22,30,116.575,116.647,116.537,116.638,3901.000,
EURJPY,2017,4,3,19,22,0,116.519,116.666,116.513,116.576,3810.000,
EURJPY,2017,4,3,19,21,30,116.606,116.671,116.496,116.520,4055.000,
EURJPY,2017,4,3,19,21,0,116.689,116.710,116.516,116.604,4719.000,
EURJPY,2017,4,3,19,20,30,116.632,116.690,116.582,116.689,3981.000,
EURJPY,2017,4,3,19,20,0,116.590,116.655,116.524,116.632,4534.000,
EURJPY,2017,4,3,19,19,30,116.629,116.664,116.526,116.587,4385.000,
EURJPY,2017,4,3,19,19,0,116.761,116.812,116.600,116.637,5244.000,
EURJPY,2017,4,3,19,18,30,116.825,116.831,116.710,116.761,5541.000,
EURJPY,2017,4,3,19,18,0,116.724,116.850,116.724,116.824,5802.000,
EURJPY,2017,4,3,19,17,30,116.878,116.901,116.722,116.724,7108.000,
EURJPY,2017,4,3,19,17,0,116.837,116.897,116.823,116.876,5658.000,
EURJPY,2017,4,3,19,16,30,116.818,116.950,116.780,116.837,7039.000,
EURJPY,2017,4,3,19,16,0,116.713,116.827,116.687,116.818,3559.000,
EURJPY,2017,4,3,19,15,30,116.845,116.851,116.708,116.713,4548.000,
EURJPY,2017,4,3,19,15,0,116.880,116.971,116.818,116.844,4676.000,
EURJPY,2017,4,3,19,14,30,116.847,116.911,116.817,116.879,3637.000,
EURJPY,2017,4,3,19,14,0,116.756,116.890,116.749,116.849,3474.000,
EURJPY,2017,4,3,19,13,30,116.745,116.825,116.742,116.755,2941.000,
EURJPY,2017,4,3,19,13,0,116.803,116.826,116.717,116.744,3662.000,
EURJPY,2017,4,3,19,12,30,116.680,116.808,116.674,116.804,3785.000,
EURJPY,2017,4,3,19,12,0,116.644,116.687,116.602,116.680,3965.000,
EURJPY,2017,4,3,19,11,30,116.748,116.787,116.626,116.644,4122.000,
EURJPY,2017,4,3,19,11,0,116.776,116.801,116.686,116.749,4222.000,
EURJPY,2017,4,3,19,10,30,116.733,116.839,116.726,116.776,4522.000,
EURJPY,2017,4,3,19,10,0,116.570,116.848,116.521,116.733,5935.000,
EURJPY,2017,4,3,19,9,30,116.516,116.614,116.499,116.569,3343.000,
EURJPY,2017,4,3,19,9,0,116.489,116.548,116.442,116.516,3616.000,
EURJPY,2017,4,3,19,8,30,116.518,116.555,116.465,116.489,3174.000,
EURJPY,2017,4,3,19,8,0,116.426,116.527,116.367,116.520,2439.000,
EURJPY,2017,4,3,19,7,30,116.336,116.428,116.325,116.424,2268.000,
EURJPY,2017,4,3,19,7,0,116.422,116.428,116.336,116.336,1922.000,
EURJPY,2017,4,3,19,6,30,116.404,116.425,116.370,116.425,2349.000,
EURJPY,2017,4,3,19,6,0,116.295,116.405,116.273,116.405,2140.000,
EURJPY,2017,4,3,19,5,30,116.354,116.358,116.282,116.296,2608.000,
EURJPY,2017,4,3,19,5,0,116.356,116.397,116.349,116.353,2546.000,
EURJPY,2017,4,3,19,4,30,116.409,116.416,116.264,116.354,3770.000,
EURJPY,2017,4,3,19,4,0,116.404,116.499,116.384,116.408,3677.000,
EURJPY,2017,4,3,19,3,30,116.514,116.602,116.398,116.401,3413.000,
EURJPY,2017,4,3,19,3,0,116.433,116.565,116.420,116.512,3159.000,
EURJPY,2017,4,3,19,2,30,116.393,116.459,116.362,116.434,2191.000,
EURJPY,2017,4,3,19,2,0,116.344,116.409,116.333,116.395,1291.000,
EURJPY,2017,4,3,19,1,30,116.313,116.358,116.299,116.344,1627.000,
EURJPY,2017,4,3,19,1,0,116.346,116.387,116.288,116.310,1618.000,
EURJPY,2017,4,3,19,0,30,116.349,116.391,116.309,116.346,887.000,
EURJPY,2017,4,3,19,0,0,116.330,116.389,116.299,116.345,523.000,
